Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10
29980;14043;24716;14745;25858;5360;45169;44400;27643;7,44;41,19
29981;13954;24667;14695;25827;5355;45003;44455;27772;7,44;41,19
29982;13986;24626;14736;25769;5412;45126;44527;27721;7,44;41,2
29983;14027;24613;14788;25848;5361;45051;44498;27801;7,44;41,2
29984;13969;24616;14699;25887;5329;44974;44506;27795;7,44;41,2
29985;13990;24749;14768;25908;5396;44995;44491;27798;7,44;41,19
29986;14016;24662;14714;25874;5379;44992;44493;27777;7,44;41,2
29987;13939;24682;14678;25852;5399;45038;44464;27794;7,44;41,19
29988;13947;24678;14749;25911;5340;45100;44503;27804;7,44;41,21
29989;14078;24705;14779;25901;5366;45114;44528;27780;7,44;41,2
29990;14005;24612;14669;25968;5405;45064;44426;27787;7,44;41,19
29991;14009;24674;14801;25872;5341;45064;44516;27703;7,44;41,2
29992;13992;24604;14649;25855;5309;45068;44580;27695;7,44;41,19
29993;13985;24630;14698;25867;5369;45095;44516;27695;7,44;41,21
29994;14046;24620;14730;25820;5306;45116;44527;27720;7,44;41,21
29995;14029;24678;14710;25879;5270;45065;44393;27732;7,48;41,21
29996;14018;24584;14677;25875;5336;45130;44515;27813;7,52;41,23
29997;13969;24641;14697;25942;5357;45049;44459;27743;7,44;41,22
29998;14024;24682;14810;25786;5318;45112;44454;27765;7,44;41,22
29999;14011;24748;14785;25747;5405;45154;44470;27817;7,37;41,2
30000;14075;24753;14697;25792;5289;45151;44451;27773;7,44;41,22
30001;14033;24719;14750;25903;5343;45130;44473;27793;7,44;41,21
30002;14003;24581;14692;25862;5364;45188;44534;27789;7,48;41,21
30003;14003;24560;14709;25914;5372;45149;44449;27735;7,44;41,21
30004;13976;24635;14701;25919;5370;45130;44508;27770;7,44;41,21
30005;13958;24584;14715;25878;5353;45138;44454;27745;7,44;41,2
30006;14039;24620;14779;25870;5308;45076;44491;27744;7,48;41,22
30007;14006;24620;14774;25893;5390;45109;44485;27733;7,44;41,21
30008;14048;24685;14739;25897;5356;45052;44364;27680;7,44;41,22
30009;14016;24617;14683;25839;5351;45083;44459;27752;7,52;41,22
30010;14033;24630;14745;25831;5387;45191;44418;27774;7,51;41,21
30011;13926;24637;14739;25804;5325;45142;44394;27796;7,44;41,2
30012;13988;24640;14742;25902;5406;45122;44419;27719;7,44;41,21
30013;14022;24608;14706;25869;5343;45116;44457;27766;7,44;41,22
30014;13928;24642;14754;25848;5307;45149;44479;27771;7,44;41,21
30015;13987;24668;14729;25849;5373;45073;44488;27761;7,37;41,21
30016;13989;24631;14753;25825;5361;45172;44482;27730;7,44;41,22
30017;14008;24579;14793;25861;5387;45145;44394;27700;7,44;41,22
30018;13983;24504;14764;25860;5352;45103;44441;27801;7,44;41,21
30019;14041;24521;14691;25822;5437;45141;44464;27717;7,44;41,21
30020;14010;24546;14692;25859;5389;45079;44442;27797;7,44;41,22
30021;14039;24639;14744;25860;5305;45069;44458;27747;7,44;41,23
30022;13929;24577;14670;25874;5358;45110;44444;27820;7,44;41,22
30023;14017;24589;14751;25874;5332;45091;44402;27726;7,44;41,23
30024;13995;24508;14695;25896;5322;45082;44468;27791;7,44;41,22
30025;13941;24587;14738;25901;5362;45080;44494;27708;7,44;41,21
30026;13926;24567;14710;25886;5406;45126;44478;27690;7,44;41,21
30027;13996;24587;14751;25830;5446;45078;44457;27724;7,51;41,21
30028;13993;24654;14731;25825;5368;45036;44434;27696;7,44;41,22
30029;13923;24528;14720;25850;5373;45088;44414;27756;7,44;41,2
30030;13989;24596;14696;25865;5408;45119;44401;27740;7,44;41,22
30031;14081;24576;14729;25847;5398;45137;44463;27742;7,44;41,2
30032;13965;24667;14741;25829;5315;45120;44456;27750;7,44;41,22
30033;14002;24605;14721;25851;5331;45109;44434;27799;7,44;41,22
30034;14015;24687;14708;25908;5304;45084;44498;27788;7,44;41,22
30035;14008;24630;14731;25873;5427;45168;44436;27756;7,48;41,21
30036;13951;24645;14721;25905;5310;45088;44487;27697;7,44;41,22
30037;13990;24599;14718;25929;5302;45117;44488;27711;7,59;41,24
30038;13955;24610;14697;25816;5416;45027;44440;27695;7,44;41,22
30039;13963;24654;14713;25834;5279;45101;44433;27757;7,44;41,21
30040;13935;24628;14737;25840;5334;45092;44467;27771;7,37;41,23
30041;13908;24611;14712;25827;5332;45009;44482;27771;7,44;41,21
30042;13959;24529;14702;25842;5369;45124;44459;27741;7,44;41,23
30043;13970;24566;14788;25889;5380;45146;44467;27709;7,44;41,21
30044;14007;24595;14732;25822;5294;45106;44471;27750;7,44;41,22
30045;13923;24617;14709;25843;5363;45038;44473;27766;7,44;41,21
30046;14021;24562;14699;25883;5322;45102;44467;27782;7,44;41,21
30047;13992;24612;14730;25911;5381;45119;44509;27777;7,44;41,21
30048;13951;24549;14624;25828;5393;45100;44500;27744;7,37;41,2
30049;13933;24553;14683;25847;5385;45133;44489;27748;7,44;41,21
30050;13918;24525;14691;25820;5327;45112;44481;27795;7,44;41,22
30051;13970;24594;14688;25815;5317;45042;44440;27788;7,44;41,22
30052;14027;24592;14641;25863;5305;45100;44460;27771;7,44;41,21
30053;13983;24612;14711;25886;5408;45095;44524;27825;7,44;41,22
30054;14059;24609;14739;25806;5420;44994;44434;27765;7,44;41,22
30055;13912;24737;14681;25884;5380;45064;44437;27745;7,44;41,23
30056;13880;24700;14761;25879;5381;45040;44425;27745;7,44;41,21
30057;14014;24682;14751;25819;5376;45049;44468;27712;7,37;41,21
30058;14005;24613;14731;25892;5323;45033;44497;27786;7,44;41,22
30059;13992;24630;14627;25847;5317;45072;44450;27784;7,37;41,21
30060;13950;24682;14733;25817;5350;45109;44488;27711;7,44;41,22
30061;13988;24639;14645;25779;5317;45131;44432;27681;7,44;41,21
30062;13958;24637;14722;25873;5376;45040;44468;27711;7,44;41,24
30063;13915;24654;14711;25788;5320;45017;44521;27700;7,44;41,21
30064;13934;24611;14715;25819;5408;45114;44402;27660;7,44;41,21
30065;13903;24641;14713;25841;5411;45068;44419;27809;7,44;41,23
30066;13967;24609;14686;25867;5381;45068;44454;27734;7,44;41,24
30067;13966;24557;14635;25893;5282;45034;44447;27819;7,44;41,23
30068;14004;24604;14692;25803;5380;45037;44382;27764;7,37;41,23
30069;14063;24579;14749;25829;5326;44996;44480;27763;7,44;41,23
30070;13999;24579;14715;25819;5361;45084;44468;27685;7,44;41,22
30071;13993;24650;14751;25875;5293;45074;44418;27751;7,44;41,23
30072;13922;24540;14653;25806;5313;45111;44428;27761;7,44;41,22
30073;14043;24521;14716;25768;5380;44902;44432;27732;7,44;41,23
30074;13991;24552;14730;25909;5296;45085;44378;27756;7,44;41,22
30075;13979;24583;14732;25883;5377;45005;44407;27731;7,44;41,21
30076;13949;24597;14701;25870;5305;45074;44441;27727;7,51;41,21
30077;14013;24549;14696;25882;5377;44975;44460;27714;7,44;41,22
30078;13999;24545;14789;25817;5305;45067;44470;27753;7,44;41,22
30079;13957;24599;14792;25824;5324;45044;44448;27774;7,44;41,2
30080;13928;24605;14672;25768;5365;45038;44467;27767;7,37;41,2
30081;13864;24591;14718;25861;5343;45001;44444;27742;7,44;41,22
30082;14008;24559;14694;25821;5367;45031;44552;27755;7,44;41,22
30083;14031;24609;14728;25874;5357;44961;44444;27780;7,44;41,22
30084;13934;24652;14703;25854;5374;45032;44494;27767;7,4;41,21
30085;13964;24639;14718;25850;5353;45010;44392;27754;7,44;41,22
30086;13958;24628;14769;25816;5357;45005;44462;27748;7,44;41,22
30087;13910;24563;14741;25821;5311;44958;44482;27729;7,44;41,22
30088;13978;24565;14826;25765;5411;45020;44464;27725;7,44;41,22
30089;14043;24580;14703;25902;5307;45049;44474;27731;7,37;41,22
30090;14062;24663;14664;25845;5379;45025;44464;27725;7,52;41,23
30091;14022;24589;14750;25886;5421;45062;44472;27715;7,44;41,22
30092;13996;24446;14689;25876;5333;45019;44422;27736;7,44;41,22
30093;14018;24495;14764;25872;5375;45015;44468;27683;7,51;41,21
30094;14016;24554;14783;25832;5339;45020;44504;27750;7,44;41,23
30095;13938;24629;14703;25877;5352;45091;44534;27757;7,44;41,23
30096;13996;24591;14655;25794;5384;45032;44426;27692;7,44;41,23
30097;13984;24597;14722;25856;5370;45058;44376;27740;7,44;41,22
30098;13979;24528;14689;25814;5315;45094;44463;27718;7,51;41,21
30099;13989;24527;14757;25824;5288;45064;44412;27695;7,44;41,22
30100;13995;24554;14735;25798;5385;45040;44446;27777;7,44;41,22
30101;14012;24532;14702;25815;5306;45055;44368;27696;7,44;41,24
30102;14019;24472;14669;25812;5393;45046;44467;27750;7,52;41,23
30103;14020;24460;14696;25886;5389;45108;44444;27766;7,48;41,23
30104;13981;24543;14635;25874;5285;45083;44391;27745;7,44;41,22
30105;14022;24475;14698;25821;5403;44994;44520;27746;7,44;41,22
30106;13992;24540;14766;25825;5394;45083;44498;27724;7,44;41,21
30107;14015;24497;14770;25766;5396;45029;44525;27700;7,52;41,23
30108;13992;24536;14706;25843;5390;45071;44407;27748;7,44;41,21
30109;13925;24459;14702;25789;5350;45051;44483;27765;7,44;41,22
30110;13991;24475;14652;25770;5360;45086;44483;27812;7,44;41,24
30111;14011;24566;14757;25865;5317;44970;44509;27746;7,44;41,21
30112;13962;24622;14713;25803;5400;45039;44386;27760;7,52;41,22
30113;13979;24578;14672;25779;5315;45056;44483;27822;7,37;41,22
30114;13965;24667;14693;25877;5343;45078;44441;27806;7,44;41,23
30115;13966;24573;14706;25876;5372;45087;44471;27741;7,37;41,22
30116;14024;24527;14690;25837;5347;45122;44493;27738;7,44;41,21
30117;13985;24579;14657;25842;5363;45086;44487;27793;7,44;41,22
30118;13993;24691;14665;25844;5351;45018;44454;27687;7,44;41,23
30119;14043;24571;14707;25822;5375;45044;44438;27760;7,44;41,22
30120;13973;24482;14747;25819;5421;45006;44459;27773;7,44;41,22
30121;14010;24588;14694;25875;5349;45074;44475;27727;7,44;41,24
30122;13975;24566;14717;25857;5258;45034;44392;27697;7,44;41,22
30123;13991;24529;14774;25834;5309;45074;44470;27723;7,44;41,24
30124;13909;24566;14679;25778;5351;45002;44469;27761;7,44;41,23
30125;13930;24568;14682;25833;5366;45033;44436;27803;7,37;41,23
30126;13979;24404;14608;25792;5274;45124;44478;27743;7,44;41,23
30127;13952;24528;14672;25679;5384;45133;44429;27709;7,44;41,23
30128;14013;24514;14705;25719;5310;45128;44501;27727;7,37;41,23
30129;13961;24500;14654;25713;5408;45058;44390;27721;7,52;41,23
30130;14019;24524;14672;25778;5298;45048;44458;27786;7,37;41,23
30131;14053;24537;14727;25749;5324;45094;44424;27802;7,44;41,23
30132;13928;24651;14700;25863;5392;45062;44390;27773;7,44;41,23
30133;13939;24625;14706;25801;5366;45074;44395;27798;7,48;41,22
30134;13956;24558;14698;25803;5360;45066;44383;27690;7,52;41,24
30135;14003;24519;14681;25791;5377;45044;44506;27771;7,48;41,24
30136;13975;24554;14713;25821;5372;45090;44401;27801;7,37;41,23
30137;13977;24472;14645;25804;5328;45030;44503;27837;7,44;41,24
30138;13921;24605;14680;25791;5337;45072;44444;27698;7,44;41,23
30139;13988;24514;14771;25833;5399;45034;44414;27807;7,44;41,23
30140;13998;24557;14702;25843;5361;45035;44460;27764;7,44;41,24
30141;13961;24600;14744;25776;5319;44974;44449;27742;7,52;41,24
30142;14005;24497;14657;25731;5369;45031;44381;27751;7,44;41,24
30143;13961;24546;14706;25753;5355;45001;44367;27715;7,44;41,24
30144;13968;24587;14664;25803;5284;45022;44331;27785;7,44;41,23
30145;13951;24584;14714;25791;5374;45106;44469;27725;7,44;41,23
30146;13927;24572;14664;25849;5336;45109;44451;27736;7,44;41,22
30147;14022;24621;14721;25774;5353;45039;44472;27676;7,37;41,23
30148;13971;24587;14663;25742;5322;45034;44509;27718;7,44;41,24
30149;13990;24604;14756;25803;5283;45025;44494;27760;7,4;41,25
30150;13981;24621;14699;25791;5317;45098;44441;27755;7,37;41,24
30151;14022;24618;14669;25797;5311;44970;44424;27789;7,44;41,25
30152;14008;24659;14721;25850;5333;45064;44418;27683;7,44;41,23
30153;14009;24566;14672;25780;5309;45040;44492;27752;7,52;41,24
30154;13965;24643;14713;25757;5335;45118;44463;27791;7,44;41,21
30155;14017;24709;14700;25813;5330;45018;44379;27766;7,44;41,24
30156;13987;24592;14676;25832;5386;44991;44431;27740;7,44;41,22
30157;13988;24578;14690;25780;5332;44950;44437;27718;7,52;41,23
30158;13985;24590;14708;25752;5348;44960;44432;27776;7,52;41,23
30159;13976;24632;14598;25838;5322;45047;44435;27752;7,44;41,23
30160;14004;24630;14665;25833;5391;44986;44374;27739;7,52;41,23
30161;14018;24667;14639;25838;5394;45051;44455;27698;7,44;41,25
30162;13951;24659;14746;25753;5323;45080;44456;27681;7,4;41,24
30163;13951;24633;14777;25835;5345;44985;44380;27805;7,44;41,24
30164;13962;24541;14719;25772;5353;44999;44413;27826;7,44;41,24
30165;13985;24601;14634;25881;5313;45022;44369;27750;7,37;41,25
30166;13963;24736;14639;25799;5428;45062;44411;27755;7,44;41,24
30167;13926;24676;14629;25774;5393;44967;44419;27729;7,44;41,25
30168;13952;24703;14726;25729;5367;45072;44487;27769;7,4;41,23
30169;13955;24738;14667;25854;5349;45003;44489;27723;7,44;41,24
30170;14053;24707;14713;25913;5362;45040;44424;27765;7,44;41,23
30171;14048;24652;14688;25816;5427;45021;44475;27763;7,37;41,24
30172;14015;24654;14688;25856;5383;44961;44418;27805;7,44;41,23
30173;13994;24649;14735;25817;5323;44999;44421;27827;7,37;41,25
30174;14040;24605;14696;25875;5320;45039;44477;27664;7,44;41,24
30175;13853;24658;14666;25819;5301;45007;44457;27727;7,44;41,26
30176;13964;24628;14677;25829;5368;45030;44448;27696;7,44;41,25
30177;14019;24605;14671;25764;5381;45009;44437;27699;7,44;41,24
30178;13994;24681;14652;25819;5344;45006;44483;27699;7,44;41,24
30179;14012;24667;14628;25793;5356;44987;44406;27739;7,37;41,25
30180;13933;24694;14653;25819;5285;44987;44424;27774;7,44;41,27
30181;14021;24616;14696;25823;5381;45007;44428;27784;7,37;41,24
30182;14064;24669;14646;25754;5317;45031;44430;27695;7,44;41,25
30183;13960;24703;14675;25773;5383;45075;44443;27623;7,44;41,23
30184;13963;24714;14638;25765;5365;45045;44436;27667;7,44;41,25
30185;13923;24720;14727;25776;5382;45018;44475;27805;7,4;41,23
30186;13992;24622;14710;25752;5288;45026;44400;27781;7,44;41,25
30187;13997;24690;14641;25828;5374;45014;44486;27638;7,44;41,23
30188;14020;24666;14746;25857;5278;45063;44439;27756;7,37;41,25
30189;13956;24576;14689;25817;5413;45013;44466;27635;7,37;41,24
30190;13959;24577;14707;25718;5347;45060;44420;27649;7,37;41,25
30191;13966;24607;14634;25733;5333;44998;44439;27677;7,44;41,25
30192;13996;24581;14661;25803;5364;44951;44444;27727;7,44;41,25
30193;14022;24684;14664;25808;5348;45014;44458;27701;7,4;41,25
30194;13938;24618;14554;25813;5397;45057;44390;27734;7,44;41,25
30195;13999;24563;14668;25706;5340;45048;44486;27657;7,44;41,26
30196;14026;24602;14658;25864;5339;45047;44411;27756;7,44;41,24
30197;13953;24680;14728;25735;5356;45101;44382;27625;7,37;41,24
30198;13968;24638;14613;25768;5282;45051;44438;27673;7,44;41,25
30199;13929;24627;14623;25802;5337;45072;44463;27674;7,37;41,26
30200;13983;24601;14695;25715;5374;45085;44399;27669;7,37;41,24
30201;13951;24515;14651;25809;5322;45103;44493;27747;7,44;41,25
30202;13974;24545;14580;25696;5393;45018;44470;27650;7,44;41,24
30203;13941;24482;14631;25762;5287;45021;44427;27681;7,37;41,25
30204;13987;24585;14640;25759;5360;45063;44419;27678;7,44;41,25
30205;14036;24738;14700;25737;5329;45111;44461;27754;7,44;41,26
30206;14020;24710;14666;25810;5373;45097;44426;27694;7,37;41,25
30207;13996;24535;14680;25734;5318;45065;44387;27705;7,44;41,27
30208;13930;24579;14687;25831;5339;45053;44433;27698;7,44;41,26
30209;13953;24607;14679;25743;5327;45041;44420;27787;7,37;41,25
30210;13929;24603;14741;25765;5276;44997;44492;27761;7,44;41,26
30211;13991;24656;14633;25808;5359;45071;44332;27788;7,44;41,25
30212;13970;24549;14659;25786;5346;44980;44389;27799;7,44;41,25
30213;14001;24649;14671;25776;5413;44924;44425;27765;7,44;41,25
30214;13949;24565;14701;25780;5278;45087;44413;27752;7,48;41,25
30215;14000;24612;14679;25795;5388;44991;44476;27649;7,44;41,27
30216;13932;24642;14604;25766;5318;45030;44370;27720;7,44;41,25
30217;13988;24603;14624;25833;5334;45105;44470;27684;7,44;41,25
30218;13960;24629;14650;25806;5335;45079;44416;27681;7,44;41,26
30219;13958;24626;14721;25744;5348;45067;44446;27728;7,37;41,26
30220;13942;24683;14675;25747;5318;45073;44454;27693;7,44;41,26
30221;13942;24587;14768;25837;5333;45040;44448;27753;7,44;41,26
30222;13978;24597;14685;25760;5404;45082;44421;27708;7,44;41,27
30223;13875;24594;14737;25847;5410;44975;44444;27735;7,44;41,25
30224;13987;24661;14646;25791;5353;44968;44386;27730;7,44;41,27
30225;13908;24708;14735;25822;5367;44999;44425;27767;7,44;41,26
30226;13938;24659;14630;25791;5387;44927;44428;27757;7,44;41,27
30227;13993;24683;14713;25747;5342;45011;44497;27687;7,44;41,26
30228;14007;24650;14640;25745;5327;45030;44377;27765;7,44;41,27
30229;13923;24629;14652;25796;5323;45051;44456;27696;7,4;41,26
30230;13960;24654;14679;25749;5357;45017;44442;27794;7,44;41,26
30231;13981;24599;14680;25823;5399;45041;44468;27754;7,44;41,26
30232;13947;24555;14624;25782;5329;45011;44506;27750;7,44;41,26
30233;13919;24669;14737;25719;5346;45005;44423;27741;7,44;41,26
30234;13974;24626;14728;25777;5352;45042;44445;27689;7,37;41,25
30235;13991;24681;14757;25687;5357;45059;44469;27697;7,44;41,25
30236;14014;24582;14669;25777;5307;44985;44408;27726;7,44;41,25
30237;14014;24621;14652;25782;5423;45081;44406;27694;7,4;41,26
30238;13993;24629;14710;25708;5394;45055;44455;27665;7,44;41,26
30239;13991;24685;14641;25758;5382;45031;44391;27736;7,44;41,26
30240;13952;24626;14672;25817;5359;45091;44376;27609;7,44;41,26
30241;13931;24652;14738;25791;5406;45033;44469;27691;7,44;41,25
30242;13983;24681;14702;25681;5371;45127;44428;27714;7,44;41,25
30243;13992;24685;14690;25790;5393;45069;44453;27687;7,44;41,26
30244;14029;24701;14671;25738;5351;45104;44375;27697;7,44;41,26
30245;13970;24737;14663;25843;5344;45014;44436;27690;7,44;41,27
30246;13968;24652;14740;25873;5358;45037;44399;27699;7,44;41,27
30247;14046;24661;14702;25763;5402;45079;44417;27665;7,37;41,27
30248;13930;24679;14686;25836;5362;45095;44436;27654;7,44;41,26
30249;13978;24772;14610;25773;5335;44994;44376;27719;7,44;41,26
30250;13987;24689;14636;25743;5406;45082;44424;27624;7,44;41,27
30251;13928;24816;14706;25867;5403;44987;44407;27660;7,44;41,27
30252;14054;24593;14701;25805;5305;45035;44366;27724;7,37;41,28
30253;13933;24648;14700;25755;5308;45116;44460;27659;7,44;41,26
30254;13982;24622;14658;25837;5337;45004;44468;27649;7,44;41,27
30255;14021;24609;14681;25680;5386;45060;44407;27742;7,44;41,26
30256;13976;24664;14689;25734;5319;45018;44379;27742;7,37;41,26
30257;13993;24668;14581;25814;5453;45055;44399;27658;7,44;41,26
30258;13989;24658;14724;25742;5411;44998;44365;27656;7,44;41,26
30259;14055;24604;14696;25693;5370;45044;44424;27704;7,44;41,26
30260;13986;24642;14753;25752;5433;45109;44402;27698;7,44;41,26
30261;14009;24651;14644;25736;5378;45012;44448;27723;7,44;41,28
30262;13957;24635;14595;25743;5436;45000;44425;27659;7,44;41,26
30263;13993;24687;14653;25790;5349;45092;44405;27676;7,52;41,26
30264;13900;24729;14637;25776;5368;45069;44456;27692;7,44;41,27
30265;13932;24729;14649;25782;5319;45002;44392;27800;7,44;41,27
30266;13958;24639;14617;25810;5375;45060;44455;27696;7,44;41,25
30267;13972;24636;14604;25747;5262;44992;44418;27738;7,37;41,27
30268;13938;24643;14632;25758;5307;45016;44445;27639;7,44;41,27
30269;13976;24659;14681;25737;5348;45024;44323;27687;7,44;41,27
30270;13995;24658;14712;25701;5306;45127;44335;27738;7,44;41,27
30271;13974;24696;14660;25736;5310;45078;44379;27693;7,37;41,27
30272;13960;24669;14661;25764;5293;44936;44408;27758;7,52;41,27
30273;13899;24648;14604;25746;5385;44916;44472;27668;7,44;41,27
30274;14009;24689;14690;25835;5390;45005;44401;27785;7,44;41,28
30275;13965;24616;14713;25827;5347;45072;44359;27675;7,37;41,27
30276;13990;24643;14670;25719;5346;44957;44336;27645;7,48;41,27
30277;14002;24633;14648;25766;5338;45030;44385;27645;7,48;41,28
30278;13946;24625;14643;25748;5334;45013;44397;27760;7,44;41,27
30279;14027;24550;14660;25735;5377;45037;44413;27735;7,44;41,27
30280;14001;24579;14653;25852;5387;45068;44399;27755;7,37;41,28
30281;14024;24612;14612;25816;5331;44931;44410;27729;7,44;41,27
30282;13947;24593;14652;25810;5336;45074;44432;27715;7,44;41,27
30283;13989;24696;14658;25661;5418;45018;44407;27711;7,44;41,28
30284;14004;24597;14691;25753;5280;45030;44389;27629;7,44;41,28
30285;13972;24634;14646;25751;5333;45032;44450;27622;7,37;41,27
